new_dataset_id,task_id,dataset_id,description,affiliation,task,sensitive_standard,link,further,variants,SHOULD CODE?,STATUS,dataset_sub_id,dataset_sub_description,dataset_name,continent,country
ORG-081-DS-0,ORG-081-01,ORG-081,"this dataset is a collection of medical data from separate groups of patients referred for cardiac catheterisation and coronary angiography at 5 different medical centers, namely the Cleveland Clinic (data from 1981--1984), the Hungarian Institute of Cardiology in Budapest (1983--1987), the Long Beach Veterans Administration Medical Center (1984--1987) and the University Hospitals of Basel and Zurich (1985). The binary target variable in this dataset encodes a diagnosis of Coronary artery disease. Covariates relate to patient demographics, exercise data (e.g. maximum heart rate) and routine test data (e.g. resting blood pressure). Overall, 76 covariates are available but 14 are recommended. Names and social security numbers of the patients were initially available, but have been removed from the publicly available dataset","Veterans Administration Medical Center, Long Beach; Hungarian Institute of Cardiology, Budapest; University Hospital, Zurich; University Hospital, Basel; Studer Corporation; Stanford University",fair classification,age; sex,https://archive.ics.uci.edu/ml/datasets/heart+disease,\citet{detrano1989international},NA,YES,DONE,0,NA,Heart Disease,EU + NA,HUN + CHE + USA
ORG-082-DS-0,ORG-082-03,ORG-082,"this dataset was developed as part of the Heritage Health Prize competition with the goal of reducing the cost of health care by decreasing the number of avoidable hospitalizations. The competition requires predicting the number of days a patient will spend in hospital during the 12 months following a cutoff date. The dataset features basic demographic information about patients, along with data about prior hospitalizations (e.g. length of stay and diagnosis), laboratory tests and prescriptions","CHEO Research Institute, Inc; University of Ottawa; University of Maryland; Privacy Analytics, Inc; Kaggle; Heritage Provider Network",fair classification,age; sex,https://www.kaggle.com/c/hhp/data,\citet{el2012deidentification},NA,YES,DONE,0,NA,HHP,NA,USA
ORG-084-DS-0,ORG-084-01,ORG-084,"The Home Mortgage Disclosure Act (HMDA) is a US federal law from 1975 mandating that financial institutions maintain and disclose information about mortgages to the public. Companies submit a Loan Application Register (LAR) to the Federal Financial Institutions Examination Council FFIEC who maintain and disclose the data. The LAR format is subject to changes, such as the one which happened in 2017. From 2018 onward, entries to the LAR comprise information about the financial institution (e.g.\ geography, id), the applicants (e.g.\ demographics, income), the house (e.g.\ value, construction method), the mortgage conditions (type, interest rate, amount) and the outcome. Ethnicity, race, and sex of applicants are self-reported",Federal Financial Institutions Examination Council,fair classification,ethnicity; race; sex; age;,https://ffiec.cfpb.gov/data-browser/,https://ffiec.cfpb.gov/; https://www.consumerfinance.gov/data-research/hmda/,NA,YES,DONE,0,Data for 2011.,Home Mortgage Disclosure Act; HMDA (2011),NA,USA
ORG-084-DS-1,ORG-084-01,ORG-084,"The Home Mortgage Disclosure Act (HMDA) is a US federal law from 1975 mandating that financial institutions maintain and disclose information about mortgages to the public. Companies submit a Loan Application Register (LAR) to the Federal Financial Institutions Examination Council FFIEC who maintain and disclose the data. The LAR format is subject to changes, such as the one which happened in 2017. From 2018 onward, entries to the LAR comprise information about the financial institution (e.g.\ geography, id), the applicants (e.g.\ demographics, income), the house (e.g.\ value, construction method), the mortgage conditions (type, interest rate, amount) and the outcome. Ethnicity, race, and sex of applicants are self-reported",Federal Financial Institutions Examination Council,fair classification,NA,https://ffiec.cfpb.gov/data-browser/,https://ffiec.cfpb.gov/; https://www.consumerfinance.gov/data-research/hmda/,NA,YES,DONE,1,Data for 2012.,Home Mortgage Disclosure Act; HMDA (2012),NA,USA
ORG-109-DS-0,ORG-109-01,ORG-109,"This dataset was collected to study performance in law school and bar examination of minority examinees in connection with affirmative action programs established after 1967 and subsequent anecdotal reports suggesting low bar passage rates for black examinees. Students, law schools, and state boards of bar examiners contributed to this dataset. The study tracks students who entered law school in fall 1991 through three or more years of law school and up to five administrations of the bar examination. Variables include demographics of candidates (e.g. age, race, sex), their academic performance (undergraduate GPA, law school admission test, and GPA), personal condition (e.g. financial responsibility for others during law school)  along with information about law schools and bar exams (e.g. geographical area where it was taken). The associated task in machine learning is prediction of passage of the bar exam",Law School Admission Council (LSAC),fair classification,race; sex; age,NA,\citet{wightman1998lsac},NA,YES,DONE,0,dataset was originally collected for a study called 'LSAC National Longitudinal Bar Passage Study'. It includes background information and if (and how) candidates passed the bar exam to become lawyers/legal practicioners in the USA,Law_School,NA,USA
ORG-111-DS-0,ORG-111-01,ORG-111,"this dataset was extracted from the Los Angeles City Attorney’s case management system. It consists of a collection of records aimed at powering data-driven approaches to decision making and resource allocation for misdemeanour recidivism reduction via individually tailored social service interventions. Focusing on cases handled by the office between 1995--2017, the data includes information about jail bookings, charges, court appearances, outcomes, and demographics",Los Angeles City Attorney’s Office; University of Chicago,fair classification,race; ethnicity,NA,\citep{rodolfa2020case},NA,YES,DONE,0,"City Attorney’s case management system, information
about jail bookings, charges, court appearances and outcomes, and
demographics relating to cases handled by their office between
1995 and 2017.",City_Attorney,NA,USA
ORG-112-DS-0,ORG-112-02,ORG-112,"the Medical Expenditure Panel Survey (MEPS) data is collected by the US Department of Health and Human Services, to survey healthcare spending and utilization by US citizens.  Overall, this is a set of large-scale surveys of families and individuals, their employers, and medical providers (e.g. doctors, hospitals, pharmacies). The Household Component (HC) focuses on households and individuals, who provide information about their demographics, medical conditions and expenses, health insurance coverage, and access to care. Individuals included in a panel undergo five rounds of interviews over two years. Healthcare expenditure is often regarded as a target variable in machine learning applications, where it has been used as a proxy for healthcare utilization, with the goal of identifying patients in need",Agency for Healthcare Research and Quality,fair classification,age; sex; race; ethnicity; disability; income; martial status; family status; language; receipient of public assistance,https://meps.ahrq.gov/mepsweb/data_stats/download_data_files.jsp,https://www.ahrq.gov/data/meps.html,NA,YES,DONE,0,Data for Panel 19.,"MEPS (Panel 19, FY2015)",NA,USA
ORG-112-DS-1,ORG-112-02,ORG-112,"the Medical Expenditure Panel Survey (MEPS) data is collected by the US Department of Health and Human Services, to survey healthcare spending and utilization by US citizens.  Overall, this is a set of large-scale surveys of families and individuals, their employers, and medical providers (e.g. doctors, hospitals, pharmacies). The Household Component (HC) focuses on households and individuals, who provide information about their demographics, medical conditions and expenses, health insurance coverage, and access to care. Individuals included in a panel undergo five rounds of interviews over two years. Healthcare expenditure is often regarded as a target variable in machine learning applications, where it has been used as a proxy for healthcare utilization, with the goal of identifying patients in need",Agency for Healthcare Research and Quality,fair classification,NA,https://meps.ahrq.gov/mepsweb/data_stats/download_data_files.jsp,https://www.ahrq.gov/data/meps.html,NA,YES,DONE,1,Data for Panel 20.,"MEPS (Panel 20, FY2015)",NA,USA
ORG-112-DS-2,ORG-112-02,ORG-112,"the Medical Expenditure Panel Survey (MEPS) data is collected by the US Department of Health and Human Services, to survey healthcare spending and utilization by US citizens.  Overall, this is a set of large-scale surveys of families and individuals, their employers, and medical providers (e.g. doctors, hospitals, pharmacies). The Household Component (HC) focuses on households and individuals, who provide information about their demographics, medical conditions and expenses, health insurance coverage, and access to care. Individuals included in a panel undergo five rounds of interviews over two years. Healthcare expenditure is often regarded as a target variable in machine learning applications, where it has been used as a proxy for healthcare utilization, with the goal of identifying patients in need",Agency for Healthcare Research and Quality,fair classification,NA,https://meps.ahrq.gov/mepsweb/data_stats/download_data_files.jsp,https://www.ahrq.gov/data/meps.html,NA,YES,DONE,2,Data for Panel 21.,"MEPS (Panel 21, FY2016)",NA,USA
ORG-131-DS-0,ORG-131-01,ORG-131,"this dataset encodes applications for a nursery school in Ljubljana, Slovenia. To favour transparent and objective decision-making, a computer-based decision support system was developed for the selection and ranking of applications. The target variable reported is thus the output of an expert systems based on a set of rules, taking as an input information about the family, including housing, occupation and financial status, included in the dataset. The variables were reportedly constructed in a careful manner, taking into account laws that were in force at that time and following advice given by leading experts in that field. However, the variables also appear to be coded rather subjectively. For example, the variable \emph{social condition} admits as a value \emph{Slightly problematic}, allegedly reserved for ``When education ability of parents is low (unequal, inconsistent education, exaggerated pretentiousness or indulgence, neurotic reactions of parents), or there are improper relations in family (easier forms of parental personality disturbances, privileged or ignored children, conflicts in the family)''. Given that the true map between inputs and outputs is known, this resource is mostly useful to evaluate methods of structure discovery",University of Maribor; Jožef Stefan Institute; University of Ljubljana; Center for Public Enterprises in Developing Countries,fair classification,familial status; property,https://archive.ics.uci.edu/ml/datasets/nursery,\citet{olave1989application},NA,YES,DONE,0,NA,Nursery,EU,SVN
ORG-145-DS-0,ORG-145-01,ORG-145,"this dataset stems from an official survey of households performed yearly by the Colombian national statistics department (Departamento Administrativo Nacional de Estadística). The survey is aimed at soliciting information about employment, income, and demographics. The data serves as an input for studies on poverty in Colombia",Departamento Administrativo Nacional de Estadística,fair classification,sex; familial status,https://www.dane.gov.co/index.php/estadisticas-por-tema/pobreza-y-condiciones-de-vida/pobreza-y-desigualdad/pobreza-monetaria-y-multidimensional-en-colombia-2018,https://www.dane.gov.co/files/investigaciones/condiciones_vida/pobreza/2018/bt_pobreza_monetaria_18.pdf,NA,YES,DONE,0,National Household Survey for Colombia 2016,GEIH 2016,SA,COL
ORG-145-DS-1,ORG-145-01,ORG-145,"this dataset stems from an official survey of households performed yearly by the Colombian national statistics department (Departamento Administrativo Nacional de Estadística). The survey is aimed at soliciting information about employment, income, and demographics. The data serves as an input for studies on poverty in Colombia",Departamento Administrativo Nacional de Estadística,fair classification,sex; familial status,https://www.dane.gov.co/index.php/estadisticas-por-tema/pobreza-y-condiciones-de-vida/pobreza-y-desigualdad/pobreza-monetaria-y-multidimensional-en-colombia-2018,https://www.dane.gov.co/files/investigaciones/condiciones_vida/pobreza/2018/bt_pobreza_monetaria_18.pdf,NA,YES,DONE,1,National Household Survey for Colombia 2017,GEIH 2017,SA,COL
ORG-149-DS-0,ORG-149-01,ORG-149,"Pymetrics is a company that offers a candidate screening tool to employers. Candidates play a core set of twelve games, derived from psychological studies. The resulting gamified psychological measurements are exploited to build predictive models for hiring, where positive examples are provided by high-performing employees from the employer. Pymetrics staff maintain a \emph{Pymetrics Bias Group} dataset for internal fairness audits by asking players to fill in an optional demographic survey after they complete the games",Pymetrics,fair classification,gender; race,NA,\citet{wilson2021building},NA,YES,DONE,0,NA,Pymetrics Candidate Screening,?,?
ORG-155-DS-0,ORG-155-01,ORG-155,"the dataset was created to compare the performance of two different algorithms for automated renal failure risk assessment. Considering patients who received care at NYU Langone Medical Center, each entry encodes their health records, demographics, disease history, and lab results. The final version of the dataset has a cutoff date, considering only patients who did not have kidney failure by that time, and reporting, as a target ground truth, whether they proceeded to have kidney failure within the next year",New York University; New York University Langone Medical Center,fair classification,age; gender; race,NA,\citet{williams2019quantification},NA,YES,DONE,0,Electronic health records from NYU Langone Medical Center related to kidney failure.,NA,NA,USA
ORG-157-DS-0,ORG-157-01,ORG-157,"this dataset relates to the US supreme court labor case on discrimination \emph{Ricci vs DeStefano} (2009), connected with the disparate impact doctrine. It represents 118 firefighter promotion tests, providing the scores and race of each test taker. Eighteen firefighters from the New Haven Fire Department claimed ``reverse discrimination'' after the city refused to certify a promotion examination where they had obtained high scores. The reasons why city officials avoided certifying the examination included concerns of potential violation of the `four-fiths' rule, as, given the vacancies at the time, no black firefighter would be promoted. The dataset was published and popularized by Weiwen Miao for pedagogical use",Haverford College,fair classification,race,http://jse.amstat.org/jse_data_archive.htm; https://github.com/algofairness/fairness-comparison/tree/master/fairness/data/raw,"\citet{gastwirth2009formal,miao2010did}",NA,YES,DONE,0,NA,ricci,NA,USA
ORG-174-DS-0,ORG-174-01,ORG-174,"this resource was curated as part of the SCPS program. The program tracked felony defendants from charging by the prosecutor until disposition of their cases for a maximum of 12 months (24 months for murder cases). The data represents felony cases filed in approximately 40 populous US counties in the period 1990-2009. Defendants are summarized by 106 variables summarizing demographics, arrest charges, criminal history, pretrial release and detention, adjudication, and sentencing",US Department of Justice,fair classification,gender; age; race; ethnicity;,https://www.icpsr.umich.edu/web/NACJD/studies/2038/datadocumentation,https://bjs.ojp.gov/data-collection/state-court-processing-statistics-scps,NA,YES,DONE,0,"State Court Processing Statistics, 1990-2009: Felony Defendants in Large Urban Counties (ICPSR 2038)",State Court Processing Statistics,NA,USA
ORG-176-DS-0,ORG-176-01,ORG-176,"Stop, Question and Frisk (SQF) is an expression that commonly refers to a New York City policing program under which officers can briefly detain, question, and search a citizen if the officer has a reasonable suspicion of criminal activity. Concerns about race-based disparities in this practice have been expressed multiple times, especially in connection with the subjective nature of ``reasonable suspicion'' and the fact that being in a ``high-crime area'' lawfully lowers the bar of want may constitute reasonable suspicion. The NYPD has a policy of keeping track of most stops, recording them in UF-250 forms which are maintained centrally and distributed by the NYPD. The form includes several information such as place and time of a stop, the duration of the stop and its outcome along with data on demographics and physical appearance of the suspect. Currently available data pertains to years 2003--2020",New York Police Department,fair classification,age; sex; race,https://www1.nyc.gov/site/nypd/stats/reports-analysis/stopfrisk.page,"\citet{gelman2007analysis, goel2016precinct}",NA,YES,DONE,0,NA,"Stop, Question and Frisk Data",NA,USA
ORG-177-DS-0,ORG-177-01,ORG-177,"this dataset was funded through a Bureau of Justice Assistance grant and leveraged by the Illinois Institute of Technology to develop the Chicago Police Department’s Strategic Subject Algorithm. The algorithm provides a risk score which reflects an individual’s probability of being involved in a shooting incident either as a victim or an offender. For each individual, the dataset provides information about the circumstances of their arrest, their demographics and criminal history. The dataset covers arrest data from the period 2012--2016; the associated program was discontinued in 2019",Chicago Police Department; Illinois Institute of Technology,fair classification,age; sex; race,https://data.cityofchicago.org/Public-Safety/Strategic-Subject-List-Historical/4aki-r3np,\citet{hollywood2019real},NA,YES,DONE,0,"The information displayed represents a de-identified listing of arrest data from August 1, 2012 to July 31, 2016, that was used by the Chicago Police Department’s Strategic Subject Algorithm",Strategic_Subject_List_-_Historical,NA,USA
ORG-178-DS-0,ORG-178-02,ORG-178,"the data was collected from two Portuguese public secondary schools in the Alentejo region, to investigate student achievement prediction and identify decisive factors in student success. The data tracks student performance in Mathematics and Portuguese through school year 2005-2006 and is complemented by demographic, socio-econonomical, and personal data obtained through a questionnaire. Numerical grades (20-point scale) collected by students over three terms are typically the target of the associated prediction task",University of Minho,fair classification,sex; age; familial status,https://archive.ics.uci.edu/ml/datasets/student+performance,\citet{cortez2008using},NA,YES,DONE,0,Dataset on grades in a Math class.,Student; Student Performance,EU,PRT
ORG-178-DS-1,ORG-178-02,ORG-178,"the data was collected from two Portuguese public secondary schools in the Alentejo region, to investigate student achievement prediction and identify decisive factors in student success. The data tracks student performance in Mathematics and Portuguese through school year 2005-2006 and is complemented by demographic, socio-econonomical, and personal data obtained through a questionnaire. Numerical grades (20-point scale) collected by students over three terms are typically the target of the associated prediction task",University of Minho,fair classification,NA,https://archive.ics.uci.edu/ml/datasets/student+performance,\citet{cortez2008using},NA,YES,DONE,1,Dataset on grades in a language class on Portuguese (in Portugal).,Student; Student Performance,EU,PRT
ORG-180-DS-0,ORG-180-01,ORG-180,"the purpose of this dataset is to study, using only aggregate statistics, the fairness and accuracy of a classifier that predicts whether an individual has a certain type of cancer based on their Bing search queries. The dataset does not include individual data points. It provides, for each US state, and for 18 types of cancer, the proportion of individuals who have this cancer in the state according to CDC 2019 data,\footnote{\url{https://gis.cdc.gov/Cancer/USCS/DataViz.html}} and the proportion of individuals who are predicted to have this cancer according to the classifier that was calculated using Bing queries",Microsoft; Ben-Gurion University of the Negev,fair classification,none,https://github.com/sivansabato/bfa/blob/master/cancer_data.m,\citet{sabato2020bounding},NA,YES,DONE,0,the statistics of the classifiers generated by the search-engine data in the first reported experiment. Used by the cancer.m script,cancer,NA,USA
ORG-180-DS-1,ORG-180-01,ORG-180,"the purpose of this dataset is to study, using only aggregate statistics, the fairness and accuracy of a classifier that predicts whether an individual has a certain type of cancer based on their Bing search queries. The dataset does not include individual data points. It provides, for each US state, and for 18 types of cancer, the proportion of individuals who have this cancer in the state according to CDC 2019 data,\footnote{\url{https://gis.cdc.gov/Cancer/USCS/DataViz.html}} and the proportion of individuals who are predicted to have this cancer according to the classifier that was calculated using Bing queries",Microsoft; Ben-Gurion University of the Negev,fair classification,NA,https://github.com/sivansabato/bfa/blob/master/cancer_data.m,\citet{sabato2020bounding},NA,YES,DONE,1,results of cancer.m,cancer,NA,USA
ORG-180-DS-2,ORG-180-01,ORG-180,"the purpose of this dataset is to study, using only aggregate statistics, the fairness and accuracy of a classifier that predicts whether an individual has a certain type of cancer based on their Bing search queries. The dataset does not include individual data points. It provides, for each US state, and for 18 types of cancer, the proportion of individuals who have this cancer in the state according to CDC 2019 data,\footnote{\url{https://gis.cdc.gov/Cancer/USCS/DataViz.html}} and the proportion of individuals who are predicted to have this cancer according to the classifier that was calculated using Bing queries",Microsoft; Ben-Gurion University of the Negev,fair classification,NA,https://github.com/sivansabato/bfa/blob/master/cancer_data.m,\citet{sabato2020bounding},NA,YES,DONE,2,results of cancer_mortality.m,cancer,NA,USA
ORG-180-DS-3,ORG-180-01,ORG-180,"the purpose of this dataset is to study, using only aggregate statistics, the fairness and accuracy of a classifier that predicts whether an individual has a certain type of cancer based on their Bing search queries. The dataset does not include individual data points. It provides, for each US state, and for 18 types of cancer, the proportion of individuals who have this cancer in the state according to CDC 2019 data,\footnote{\url{https://gis.cdc.gov/Cancer/USCS/DataViz.html}} and the proportion of individuals who are predicted to have this cancer according to the classifier that was calculated using Bing queries",Microsoft; Ben-Gurion University of the Negev,fair classification,NA,https://github.com/sivansabato/bfa/blob/master/cancer_data.m,\citet{sabato2020bounding},NA,YES,DONE,3,the script for running the experiments with variable beta on the UC Census data set.,cancer,NA,USA
ORG-184-DS-0,ORG-184-01,ORG-184,"this dataset consists of $\sim4$K points generated as follows. Binary class labels $y$ are generated at random for each point. Next, two-dimensional features $x$ are assigned to each point, sampling from gaussian distributions whose mean and variance depend on $y$, so that $p(x|y=1) = \mathcal{N}([2; 2], [5, 1; 1, 5])$;  $p(x|y=-1) = \mathcal{N}([-2; -2], [10, 1; 1, 3])$. Finally, each point's sensitive attribute $z$ is sampled from a Bernoulli distribution so that $p(z = 1) = p(x'|y = 1)/(p(x'|y = 1) + p(x'|y = 1))$, where $x'$ is a rotated version of $x$: $x' = [\text{cos}(\phi),  -\text{sin}(\phi); \text{sin}(\phi), \text{cos}(\phi)]x$. Parameter $\phi$ controls the correlation between class label $y$ and sensitive attribute $z$",Max Planck Institute for Software Systems,fair classification,none,https://github.com/mbilalzafar/fair-classification/tree/master/disparate_impact/synthetic_data_demo,\citet{zafar2017fairness},NA,YES,DONE,0,synthetic dataset,generate_synthetic_data,-,-
ORG-186-DS-0,ORG-186-01,ORG-186,"this dataset was created to demonstrate undesirable properties of a family of fair classification approaches. Each instance in the dataset is associated with a sensitive attribute $z$, a target variable $y$ encoding employability, one feature that is important for the problem at hand and correlated with $z$ (work\_experience) and a second feature which is unimportant yet also correlated with $z$ (hair\_length). The data generating process is the following:
    
    \begin{align*}
     z_i &\sim \text{Bernoulli}(0.5) \nonumber \\
    \text{hair\_length}_i| z_i = 1 &\sim  35 \cdot \text{Beta}(2, 2) \nonumber \\
    \text{hair\_length}_i| z_i = 0 &\sim  35 \cdot \text{Beta}(2, 7) \nonumber \\
    \text{work\_exp}_i| z_i  &\sim \text{Poisson}(25 + 6z_i) - \text{Normal}(20,0.2) \nonumber \\
    y_i| \text{work\_exp}_i  &\sim 2 \cdot \text{Bernoulli}(p_i) - 1, \nonumber \\
    \text{where} p_i &= 1/ (1 + \text{exp}[-(-25.5 + 2.5\text{work\_exp})]) \nonumber \\
    \end{align*}","Carnegie Mellon University; University of California, San Diego",fair classification,none,NA,\citet{lipton2018does},NA,YES,DONE,0,NA,Lipton synthetic hiring dataset,-,-
ORG-187-DS-0,ORG-187-01,ORG-187,"in this toy example, features are generated according to four 2-dimensional isotropic Gaussian distributions with different mean $\mu$ and variance $\sigma^2$. Each of the four distributions corresponds to a different combination of binary label $y$ and protected attribute $s$ as follows: 
    (1) $s=a, y=+1: \mu=(-1,-1), \sigma^2=0.8$;
    (2) $s=a, y=-1: \mu=(1,1), \sigma^2=0.8$; 
    (3) $s=b; y=+1: \mu=(0.5,-0.5), \sigma^2=0.5$; 
    (4) $s=b, y=-1: \mu=(0.5,0.5), \sigma^2=0.5$",Istituto Italiano di Tecnologia; University of Genoa; University of Waterloo; University College London,fair classification,none,https://github.com/jmikko/fair_ERM,\citet{donini2018empirical},NA,YES,DONE,0,synthetic binary dataset,synth,-,-
ORG-200-DS-0,ORG-200-04,ORG-200,"this resource is a one percent sample extracted from the 1990 US census data as a benchmark for clustering algorithms on large datasets. It contains a variety of features about different aspects of participants' lives, including demographics, wealth, and military service",Microsoft,fair classification,age; ethnicity; disability; language; familial; marital status; property; sex,https://archive.ics.uci.edu/ml/datasets/US+Census+Data+(1990),\citet{meek2002learning},NA,YES,DONE,0,One percent sample of Public Use Microdata Sample,US Census Data (1990),NA,USA
ORG-203-DS-0,ORG-203-01,ORG-203,"this resource represents a comprehensive classification system for goods imported in the US, which defines the applicable tariffs. It defines a fine-grained categorization for goods, based e.g. on their material and shape. The chapter on apparel was explicitly criticized for its differential treatment of men's and women's clothing, effectively resulting in discriminatory tariffs for consumers",US International Trade Commission,fair classification,NA,https://hts.usitc.gov/current,\citet{barbaro2007apparel},NA,YES,DONE,0,NA,U.S. Harmonized Tariff Schedules (HTS),NA,USA
ORG-204-DS-0,ORG-204-01,ORG-204,"this resource represents students at an undisclosed US research university, spanning the Fall 2014 to Spring 2019 terms. The associated task is predicting student success based on university administrative records. Student features include demographics and academic information on prior achievement and standardized test scores",Cornell University,fair classification,gender; race; ethnicity,NA,\citet{lee2020evaluation},NA,YES,DONE,0,Student performance scores,NA,NA,USA
ORG-209-DS-0,ORG-209-01,ORG-209,"this dataset was collected as part of a study about algorithmic estimation of optimal warfarin dosage as an oral anticoagulation treatment. The study was carried out by the International Warfarin Pharmacogenetics  Consortium, comprising 21 research groups from 9 countries and 4 continents. The dataset was co-curated by staff at the Pharmacogenomics Knowledge Base (PharmGKB) including, for thousands of patients at centers around the world, their demographics, comorbities, other medications and genetic factors, along with the steady-state dose of warfarin that led to stable levels of anticoagulation without adverse events",PharmGKB; International Warfarin Pharmacogenetics Consortium,fair classification,gender; race; ethnicity; age,https://www.pharmgkb.org/downloads,\citet{international2009estimation},NA,YES,DONE,0,Contains all of the meta-data about each clinical annotation,clinical_annotations (Warfarin Dosage),NA,USA
ORG-209-DS-1,ORG-209-01,ORG-209,"this dataset was collected as part of a study about algorithmic estimation of optimal warfarin dosage as an oral anticoagulation treatment. The study was carried out by the International Warfarin Pharmacogenetics  Consortium, comprising 21 research groups from 9 countries and 4 continents. The dataset was co-curated by staff at the Pharmacogenomics Knowledge Base (PharmGKB) including, for thousands of patients at centers around the world, their demographics, comorbities, other medications and genetic factors, along with the steady-state dose of warfarin that led to stable levels of anticoagulation without adverse events",PharmGKB; International Warfarin Pharmacogenetics Consortium,fair classification,NA,https://www.pharmgkb.org/downloads,\citet{international2009estimation},NA,YES,DONE,1,": Contains the genotype- or allele-based annotation text and CPIC-assigned allele function, if available",PharmGKB; Warfarin Dosage (clinical_ann_alleles),NA,USA
ORG-209-DS-2,ORG-209-01,ORG-209,"this dataset was collected as part of a study about algorithmic estimation of optimal warfarin dosage as an oral anticoagulation treatment. The study was carried out by the International Warfarin Pharmacogenetics  Consortium, comprising 21 research groups from 9 countries and 4 continents. The dataset was co-curated by staff at the Pharmacogenomics Knowledge Base (PharmGKB) including, for thousands of patients at centers around the world, their demographics, comorbities, other medications and genetic factors, along with the steady-state dose of warfarin that led to stable levels of anticoagulation without adverse events",PharmGKB; International Warfarin Pharmacogenetics Consortium,fair classification,NA,https://www.pharmgkb.org/downloads,\citet{international2009estimation},NA,YES,DONE,2,": Contains information about each supporting annotation (variant annotation, guideline
annotation, label annotation) for every clinical annotation",PharmGKB; Warfarin Dosage (clinical_ann_evidence),NA,USA
ORG-209-DS-3,ORG-209-01,ORG-209,"this dataset was collected as part of a study about algorithmic estimation of optimal warfarin dosage as an oral anticoagulation treatment. The study was carried out by the International Warfarin Pharmacogenetics  Consortium, comprising 21 research groups from 9 countries and 4 continents. The dataset was co-curated by staff at the Pharmacogenomics Knowledge Base (PharmGKB) including, for thousands of patients at centers around the world, their demographics, comorbities, other medications and genetic factors, along with the steady-state dose of warfarin that led to stable levels of anticoagulation without adverse events",PharmGKB; International Warfarin Pharmacogenetics Consortium,fair classification,NA,https://www.pharmgkb.org/downloads,\citet{international2009estimation},NA,YES,DONE,3,"Contains the history of the clinical annotation, including the creation date and the dates
of changes or updates to the annotation",PharmGKB; Warfarin Dosage (clinical_ann_history),NA,USA
